naics_sector,fiscal_year,total,month_name,month,year
Food & Beverage Products,2019,1136726.0,nov,11,2018
"Machinery, Electronic, and Other Electric Equipment",2019,641054.0,nov,11,2018
Metal Manufacturing,2019,591964.0,nov,11,2018
Miscellaneous Manufacturing,2019,1760159.0,nov,11,2018
Public Utilities,2019,988016.0,nov,11,2018
Transportation and Warehousing,2019,5191267.0,nov,11,2018
Telecommunication,2019,3795373.0,nov,11,2018
"Publishing, Broadcasting, and Other Information",2019,1775102.0,nov,11,2018
Wholesale Trade,2019,3036548.0,nov,11,2018
Retail Trade,2019,6687864.0,nov,11,2018
Banking & Credit Unions,2019,2447340.0,nov,11,2018
Securities / Financial Investments,2019,3132478.0,nov,11,2018
Insurance,2019,4660402.0,nov,11,2018
"Real Estate, Rental and Leasing",2019,1892369.0,nov,11,2018
Health and Social Services,2019,31543574.0,nov,11,2018
Hospitals,2019,16527173.0,nov,11,2018
"Doctors, Dentists, and Other Health Practitioners",2019,3401848.0,nov,11,2018
Outpatient Care Centers and Other Health Services,2019,5155741.0,nov,11,2018
Nursing & Personal Care Facilities,2019,2925070.0,nov,11,2018
Social Services,2019,3533743.0,nov,11,2018
Education,2019,17276951.0,nov,11,2018
College and Universities,2019,14167111.0,nov,11,2018
"Elementary, Secondary Schools (except public schools)",2019,2176957.0,nov,11,2018
Other Educational Services,2019,932882.0,nov,11,2018
Professional  Services,2019,16322024.0,nov,11,2018
Legal Services,2019,4948118.0,nov,11,2018
Management Consulting,2019,3517953.0,nov,11,2018
Engineering & Architectural Services,2019,1810245.0,nov,11,2018
Computer,2019,1490837.0,nov,11,2018
"Accounting, Auditing, Bookkeeping",2019,1840506.0,nov,11,2018
Advertising and Other Professional Services,2019,2714365.0,nov,11,2018
Hotels,2019,885922.0,nov,11,2018
Restaurants,2019,4755626.0,nov,11,2018
Sport Teams,2019,1958592.0,nov,11,2018
"Arts, Entertainment, and Other Recreation",2019,1212000.0,nov,11,2018
Other Sectors,2019,10810623.0,nov,11,2018
Membership Organizations,2019,2847518.0,nov,11,2018
Employment/Outsourcing Agencies,2019,2669656.0,nov,11,2018
Security and Investigation Services,2019,736552.0,nov,11,2018
Services to Buildings,2019,811704.0,nov,11,2018
Miscellaneous Sectors,2019,3745193.0,nov,11,2018
Government,2019,15012253.0,nov,11,2018
State Government (PA),2019,1028849.0,nov,11,2018
"City, School District, Local Quasi Govt.",2019,9829918.0,nov,11,2018
Federal Government (includes US Post Office),2019,3998778.0,nov,11,2018
Other Governments,2019,154708.0,nov,11,2018
Unclassified Accounts,2019,215054.0,nov,11,2018
Construction,2019,5210257.0,dec,12,2018
Manufacturing (includes headquarter offices & factories),2019,8912430.0,dec,12,2018
"Chemicals, Petroleum Refining",2019,1584734.0,dec,12,2018
Pharmaceuticals,2019,1596309.0,dec,12,2018
Transportation Equipment,2019,706624.0,dec,12,2018
Food & Beverage Products,2019,1340856.0,dec,12,2018
"Machinery, Electronic, and Other Electric Equipment",2019,742900.0,dec,12,2018
Metal Manufacturing,2019,737800.0,dec,12,2018
Miscellaneous Manufacturing,2019,2203206.0,dec,12,2018
Public Utilities,2019,1118160.0,dec,12,2018
Transportation and Warehousing,2019,5895895.0,dec,12,2018
Telecommunication,2019,3325249.0,dec,12,2018
"Publishing, Broadcasting, and Other Information",2019,2043095.0,dec,12,2018
Wholesale Trade,2019,3442267.0,dec,12,2018
Retail Trade,2019,7285144.0,dec,12,2018
Banking & Credit Unions,2019,3151013.0,dec,12,2018
Securities / Financial Investments,2019,4591988.0,dec,12,2018
Insurance,2019,4659605.0,dec,12,2018
"Real Estate, Rental and Leasing",2019,2041806.0,dec,12,2018
Health and Social Services,2019,32227171.0,dec,12,2018
Hospitals,2019,15726699.0,dec,12,2018
"Doctors, Dentists, and Other Health Practitioners",2019,3516727.0,dec,12,2018
Outpatient Care Centers and Other Health Services,2019,5652964.0,dec,12,2018
Nursing & Personal Care Facilities,2019,3197311.0,dec,12,2018
Social Services,2019,4133470.0,dec,12,2018
Education,2019,17671096.0,dec,12,2018
College and Universities,2019,14058534.0,dec,12,2018
"Elementary, Secondary Schools (except public schools)",2019,2556498.0,dec,12,2018
Other Educational Services,2019,1056064.0,dec,12,2018
Professional  Services,2019,19524603.0,dec,12,2018
Legal Services,2019,7224234.0,dec,12,2018
Management Consulting,2019,3772697.0,dec,12,2018
Engineering & Architectural Services,2019,2257828.0,dec,12,2018
Computer,2019,1645980.0,dec,12,2018
"Accounting, Auditing, Bookkeeping",2019,1721759.0,dec,12,2018
Advertising and Other Professional Services,2019,2902104.0,dec,12,2018
Hotels,2019,961540.0,dec,12,2018
Restaurants,2019,4204889.0,dec,12,2018
Sport Teams,2019,2171685.0,dec,12,2018
"Arts, Entertainment, and Other Recreation",2019,1257501.0,dec,12,2018
Other Sectors,2019,11292988.0,dec,12,2018
Membership Organizations,2019,3001302.0,dec,12,2018
Employment/Outsourcing Agencies,2019,2960348.0,dec,12,2018
Security and Investigation Services,2019,846456.0,dec,12,2018
Services to Buildings,2019,830511.0,dec,12,2018
Miscellaneous Sectors,2019,3654371.0,dec,12,2018
Government,2019,17448417.0,dec,12,2018
State Government (PA),2019,1204572.0,dec,12,2018
"City, School District, Local Quasi Govt.",2019,11120927.0,dec,12,2018
Federal Government (includes US Post Office),2019,4924356.0,dec,12,2018
Other Governments,2019,198563.0,dec,12,2018
Unclassified Accounts,2019,163484.0,dec,12,2018
Construction,2019,7649816.0,jan,1,2019
Manufacturing (includes headquarter offices & factories),2019,11223024.0,jan,1,2019
"Chemicals, Petroleum Refining",2019,1821789.0,jan,1,2019
Pharmaceuticals,2019,2120304.0,jan,1,2019
Transportation Equipment,2019,997954.0,jan,1,2019
Food & Beverage Products,2019,1638861.0,jan,1,2019
"Machinery, Electronic, and Other Electric Equipment",2019,1101940.0,jan,1,2019
Metal Manufacturing,2019,922671.0,jan,1,2019
Miscellaneous Manufacturing,2019,2619506.0,jan,1,2019
Public Utilities,2019,1361851.0,jan,1,2019
Transportation and Warehousing,2019,6703828.0,jan,1,2019
Telecommunication,2019,4266808.0,jan,1,2019
"Publishing, Broadcasting, and Other Information",2019,2916335.0,jan,1,2019
Wholesale Trade,2019,5198270.0,jan,1,2019
Retail Trade,2019,10148296.0,jan,1,2019
Banking & Credit Unions,2019,3556301.0,jan,1,2019
Securities / Financial Investments,2019,6145203.0,jan,1,2019
Insurance,2019,5786417.0,jan,1,2019
"Real Estate, Rental and Leasing",2019,3471819.0,jan,1,2019
Health and Social Services,2019,45206009.0,jan,1,2019
Hospitals,2019,21373018.0,jan,1,2019
"Doctors, Dentists, and Other Health Practitioners",2019,6074239.0,jan,1,2019
Outpatient Care Centers and Other Health Services,2019,7586066.0,jan,1,2019
Nursing & Personal Care Facilities,2019,4469961.0,jan,1,2019
Social Services,2019,5702726.0,jan,1,2019
Education,2019,14954916.0,jan,1,2019
College and Universities,2019,10831723.0,jan,1,2019
"Elementary, Secondary Schools (except public schools)",2019,2788689.0,jan,1,2019
Other Educational Services,2019,1334503.0,jan,1,2019
Professional  Services,2019,35093589.0,jan,1,2019
Legal Services,2019,16553532.0,jan,1,2019
Management Consulting,2019,5603012.0,jan,1,2019
Engineering & Architectural Services,2019,2911579.0,jan,1,2019
Computer,2019,2226752.0,jan,1,2019
"Accounting, Auditing, Bookkeeping",2019,2570705.0,jan,1,2019
Advertising and Other Professional Services,2019,5228010.0,jan,1,2019
Hotels,2019,1104817.0,jan,1,2019
Restaurants,2019,6139184.0,jan,1,2019
Sport Teams,2019,2202109.0,jan,1,2019
"Arts, Entertainment, and Other Recreation",2019,1646665.0,jan,1,2019
Other Sectors,2019,17009952.0,jan,1,2019
Membership Organizations,2019,4529192.0,jan,1,2019
Employment/Outsourcing Agencies,2019,3610534.0,jan,1,2019
Security and Investigation Services,2019,855191.0,jan,1,2019
Services to Buildings,2019,1227486.0,jan,1,2019
Miscellaneous Sectors,2019,6787549.0,jan,1,2019
Government,2019,29078805.0,jan,1,2019
State Government (PA),2019,1037105.0,jan,1,2019
"City, School District, Local Quasi Govt.",2019,14846014.0,jan,1,2019
Federal Government (includes US Post Office),2019,12889708.0,jan,1,2019
Other Governments,2019,305978.0,jan,1,2019
Unclassified Accounts,2019,386436.0,jan,1,2019
Construction,2019,5243146.0,feb,2,2019
Manufacturing (includes headquarter offices & factories),2019,10140596.0,feb,2,2019
"Chemicals, Petroleum Refining",2019,3005470.0,feb,2,2019
Pharmaceuticals,2019,2016726.0,feb,2,2019
Transportation Equipment,2019,784875.0,feb,2,2019
Food & Beverage Products,2019,1185392.0,feb,2,2019
"Machinery, Electronic, and Other Electric Equipment",2019,692417.0,feb,2,2019
Metal Manufacturing,2019,629076.0,feb,2,2019
Miscellaneous Manufacturing,2019,1826641.0,feb,2,2019
Public Utilities,2019,1693117.0,feb,2,2019
Transportation and Warehousing,2019,5187800.0,feb,2,2019
Telecommunication,2019,3886050.0,feb,2,2019
"Publishing, Broadcasting, and Other Information",2019,2017111.0,feb,2,2019
Wholesale Trade,2019,2961882.0,feb,2,2019
Retail Trade,2019,6994811.0,feb,2,2019
Banking & Credit Unions,2019,3015642.0,feb,2,2019
Securities / Financial Investments,2019,4518161.0,feb,2,2019
Insurance,2019,4614433.0,feb,2,2019
"Real Estate, Rental and Leasing",2019,2157786.0,feb,2,2019
Health and Social Services,2019,33389233.0,feb,2,2019
Hospitals,2019,17737289.0,feb,2,2019
"Doctors, Dentists, and Other Health Practitioners",2019,3351742.0,feb,2,2019
Outpatient Care Centers and Other Health Services,2019,4878493.0,feb,2,2019
Nursing & Personal Care Facilities,2019,3485081.0,feb,2,2019
Social Services,2019,3936628.0,feb,2,2019
Education,2019,15066250.0,feb,2,2019
College and Universities,2019,11890928.0,feb,2,2019
"Elementary, Secondary Schools (except public schools)",2019,2215843.0,feb,2,2019
Other Educational Services,2019,959479.0,feb,2,2019
Professional  Services,2019,17072855.0,feb,2,2019
Legal Services,2019,6059191.0,feb,2,2019
Management Consulting,2019,2990874.0,feb,2,2019
Engineering & Architectural Services,2019,1772588.0,feb,2,2019
Computer,2019,1478645.0,feb,2,2019
"Accounting, Auditing, Bookkeeping",2019,1876466.0,feb,2,2019
Advertising and Other Professional Services,2019,2895091.0,feb,2,2019
Hotels,2019,803965.0,feb,2,2019
Restaurants,2019,4555139.0,feb,2,2019
Sport Teams,2019,1417926.0,feb,2,2019
"Arts, Entertainment, and Other Recreation",2019,1511494.0,feb,2,2019
Other Sectors,2019,11048883.0,feb,2,2019
Membership Organizations,2019,3020027.0,feb,2,2019
Employment/Outsourcing Agencies,2019,2561115.0,feb,2,2019
Security and Investigation Services,2019,807987.0,feb,2,2019
Services to Buildings,2019,766101.0,feb,2,2019
Miscellaneous Sectors,2019,3893653.0,feb,2,2019
Government,2019,15913417.0,feb,2,2019
State Government (PA),2019,1070127.0,feb,2,2019
"City, School District, Local Quasi Govt.",2019,9788458.0,feb,2,2019
Federal Government (includes US Post Office),2019,4869675.0,feb,2,2019
Other Governments,2019,185157.0,feb,2,2019
Unclassified Accounts,2019,365985.0,feb,2,2019
Construction,2019,5267539.0,mar,3,2019
Manufacturing (includes headquarter offices & factories),2019,12867303.0,mar,3,2019
"Chemicals, Petroleum Refining",2019,3441635.0,mar,3,2019
Pharmaceuticals,2019,4185462.0,mar,3,2019
Transportation Equipment,2019,761252.0,mar,3,2019
Food & Beverage Products,2019,1203159.0,mar,3,2019
"Machinery, Electronic, and Other Electric Equipment",2019,627068.0,mar,3,2019
Metal Manufacturing,2019,659641.0,mar,3,2019
Miscellaneous Manufacturing,2019,1989085.0,mar,3,2019
Public Utilities,2019,2059629.0,mar,3,2019
Transportation and Warehousing,2019,5522496.0,mar,3,2019
Telecommunication,2019,9583434.0,mar,3,2019
"Publishing, Broadcasting, and Other Information",2019,2256294.0,mar,3,2019
Wholesale Trade,2019,3107529.0,mar,3,2019
Retail Trade,2019,7254883.0,mar,3,2019
Banking & Credit Unions,2019,5127847.0,mar,3,2019
Securities / Financial Investments,2019,5916742.0,mar,3,2019
Insurance,2019,12506232.0,mar,3,2019
"Real Estate, Rental and Leasing",2019,2780761.0,mar,3,2019
Health and Social Services,2019,29914181.0,mar,3,2019
Hospitals,2019,15545718.0,mar,3,2019
"Doctors, Dentists, and Other Health Practitioners",2019,3121857.0,mar,3,2019
Outpatient Care Centers and Other Health Services,2019,4996717.0,mar,3,2019
Nursing & Personal Care Facilities,2019,2794107.0,mar,3,2019
Social Services,2019,3455781.0,mar,3,2019
Education,2019,15249970.0,mar,3,2019
College and Universities,2019,12087191.0,mar,3,2019
"Elementary, Secondary Schools (except public schools)",2019,2180031.0,mar,3,2019
Other Educational Services,2019,982748.0,mar,3,2019
Professional  Services,2019,17749106.0,mar,3,2019
Legal Services,2019,5185325.0,mar,3,2019
Management Consulting,2019,4256152.0,mar,3,2019
Engineering & Architectural Services,2019,1799089.0,mar,3,2019
Computer,2019,1767086.0,mar,3,2019
"Accounting, Auditing, Bookkeeping",2019,1923025.0,mar,3,2019
Advertising and Other Professional Services,2019,2818429.0,mar,3,2019
Hotels,2019,972261.0,mar,3,2019
Restaurants,2019,3756650.0,mar,3,2019
Sport Teams,2019,1879421.0,mar,3,2019
"Arts, Entertainment, and Other Recreation",2019,1310922.0,mar,3,2019
Other Sectors,2019,10371553.0,mar,3,2019
Membership Organizations,2019,2752905.0,mar,3,2019
Employment/Outsourcing Agencies,2019,2604427.0,mar,3,2019
Security and Investigation Services,2019,767675.0,mar,3,2019
Services to Buildings,2019,705402.0,mar,3,2019
Miscellaneous Sectors,2019,3541144.0,mar,3,2019
Government,2019,22781900.0,mar,3,2019
State Government (PA),2019,1103730.0,mar,3,2019
"City, School District, Local Quasi Govt.",2019,9828201.0,mar,3,2019
Federal Government (includes US Post Office),2019,11674777.0,mar,3,2019
Other Governments,2019,175192.0,mar,3,2019
Unclassified Accounts,2019,270834.0,mar,3,2019
Construction,2019,6500375.0,apr,4,2019
Manufacturing (includes headquarter offices & factories),2019,11399733.0,apr,4,2019
"Chemicals, Petroleum Refining",2019,1590402.0,apr,4,2019
Pharmaceuticals,2019,3007453.0,apr,4,2019
Transportation Equipment,2019,882591.0,apr,4,2019
Food & Beverage Products,2019,1536935.0,apr,4,2019
"Machinery, Electronic, and Other Electric Equipment",2019,1079331.0,apr,4,2019
Metal Manufacturing,2019,773385.0,apr,4,2019
Miscellaneous Manufacturing,2019,2529638.0,apr,4,2019
Public Utilities,2019,1229598.0,apr,4,2019
Transportation and Warehousing,2019,6055773.0,apr,4,2019
Telecommunication,2019,6894567.0,apr,4,2019
"Publishing, Broadcasting, and Other Information",2019,2950228.0,apr,4,2019
Wholesale Trade,2019,5058182.0,apr,4,2019
Retail Trade,2019,10549623.0,apr,4,2019
Banking & Credit Unions,2019,4520550.0,apr,4,2019
Securities / Financial Investments,2019,5743458.0,apr,4,2019
Insurance,2019,6784547.0,apr,4,2019
"Real Estate, Rental and Leasing",2019,3671991.0,apr,4,2019
Health and Social Services,2019,41118525.0,apr,4,2019
Hospitals,2019,19423158.0,apr,4,2019
"Doctors, Dentists, and Other Health Practitioners",2019,4348860.0,apr,4,2019
Outpatient Care Centers and Other Health Services,2019,7399035.0,apr,4,2019
Nursing & Personal Care Facilities,2019,4372763.0,apr,4,2019
Social Services,2019,5574709.0,apr,4,2019
Education,2019,15900075.0,apr,4,2019
College and Universities,2019,11851690.0,apr,4,2019
"Elementary, Secondary Schools (except public schools)",2019,2680149.0,apr,4,2019
Other Educational Services,2019,1368237.0,apr,4,2019
Professional  Services,2019,23422527.0,apr,4,2019
Legal Services,2019,6159654.0,apr,4,2019
Management Consulting,2019,4831357.0,apr,4,2019
Engineering & Architectural Services,2019,2488979.0,apr,4,2019
Computer,2019,2344720.0,apr,4,2019
"Accounting, Auditing, Bookkeeping",2019,2362209.0,apr,4,2019
Advertising and Other Professional Services,2019,5235609.0,apr,4,2019
Hotels,2019,1041515.0,apr,4,2019
Restaurants,2019,5799101.0,apr,4,2019
Sport Teams,2019,2961985.0,apr,4,2019
"Arts, Entertainment, and Other Recreation",2019,1660481.0,apr,4,2019
Other Sectors,2019,16657660.0,apr,4,2019
Membership Organizations,2019,4179922.0,apr,4,2019
Employment/Outsourcing Agencies,2019,3323316.0,apr,4,2019
Security and Investigation Services,2019,852896.0,apr,4,2019
Services to Buildings,2019,1194153.0,apr,4,2019
Miscellaneous Sectors,2019,7107374.0,apr,4,2019
Government,2019,18268957.0,apr,4,2019
State Government (PA),2019,1272811.0,apr,4,2019
"City, School District, Local Quasi Govt.",2019,12187361.0,apr,4,2019
Federal Government (includes US Post Office),2019,4540584.0,apr,4,2019
Other Governments,2019,268200.0,apr,4,2019
Unclassified Accounts,2019,418034.0,apr,4,2019
Construction,2019,5516615.0,may,5,2019
Manufacturing (includes headquarter offices & factories),2019,9042312.0,may,5,2019
"Chemicals, Petroleum Refining",2019,1767119.0,may,5,2019
Pharmaceuticals,2019,1735534.0,may,5,2019
Transportation Equipment,2019,892196.0,may,5,2019
Food & Beverage Products,2019,1360379.0,may,5,2019
"Machinery, Electronic, and Other Electric Equipment",2019,683010.0,may,5,2019
Metal Manufacturing,2019,692316.0,may,5,2019
Miscellaneous Manufacturing,2019,1911758.0,may,5,2019
Public Utilities,2019,1049943.0,may,5,2019
Transportation and Warehousing,2019,6342136.0,may,5,2019
Telecommunication,2019,5880422.0,may,5,2019
"Publishing, Broadcasting, and Other Information",2019,1940213.0,may,5,2019
Wholesale Trade,2019,3185723.0,may,5,2019
Retail Trade,2019,8236004.0,may,5,2019
Banking & Credit Unions,2019,2974944.0,may,5,2019
Securities / Financial Investments,2019,4969980.0,may,5,2019
Insurance,2019,5562278.0,may,5,2019
"Real Estate, Rental and Leasing",2019,2104837.0,may,5,2019
Health and Social Services,2019,34068080.0,may,5,2019
Hospitals,2019,17177303.0,may,5,2019
"Doctors, Dentists, and Other Health Practitioners",2019,4008597.0,may,5,2019
Outpatient Care Centers and Other Health Services,2019,5617592.0,may,5,2019
Nursing & Personal Care Facilities,2019,3364449.0,may,5,2019
Social Services,2019,3900139.0,may,5,2019
Education,2019,15877422.0,may,5,2019
College and Universities,2019,12423851.0,may,5,2019
"Elementary, Secondary Schools (except public schools)",2019,2402788.0,may,5,2019
Other Educational Services,2019,1050784.0,may,5,2019
Professional  Services,2019,18289085.0,may,5,2019
Legal Services,2019,6130569.0,may,5,2019
Management Consulting,2019,3666965.0,may,5,2019
Engineering & Architectural Services,2019,1977538.0,may,5,2019
Computer,2019,1576016.0,may,5,2019
"Accounting, Auditing, Bookkeeping",2019,2169832.0,may,5,2019
Advertising and Other Professional Services,2019,2768166.0,may,5,2019
Hotels,2019,1189044.0,may,5,2019
Restaurants,2019,4424475.0,may,5,2019
Sport Teams,2019,1979794.0,may,5,2019
"Arts, Entertainment, and Other Recreation",2019,1414922.0,may,5,2019
Other Sectors,2019,11436028.0,may,5,2019
Membership Organizations,2019,2895103.0,may,5,2019
Employment/Outsourcing Agencies,2019,2740397.0,may,5,2019
Security and Investigation Services,2019,755120.0,may,5,2019
Services to Buildings,2019,845935.0,may,5,2019
Miscellaneous Sectors,2019,4199473.0,may,5,2019
Government,2019,14733819.0,may,5,2019
State Government (PA),2019,1066382.0,may,5,2019
"City, School District, Local Quasi Govt.",2019,10085301.0,may,5,2019
Federal Government (includes US Post Office),2019,3420116.0,may,5,2019
Other Governments,2019,162020.0,may,5,2019
Unclassified Accounts,2019,338405.0,may,5,2019
Construction,2019,5354111.0,jun,6,2019
Manufacturing (includes headquarter offices & factories),2019,8753344.0,jun,6,2019
"Chemicals, Petroleum Refining",2019,1468712.0,jun,6,2019
Pharmaceuticals,2019,1934397.0,jun,6,2019
Transportation Equipment,2019,691903.0,jun,6,2019
Food & Beverage Products,2019,1269981.0,jun,6,2019
"Machinery, Electronic, and Other Electric Equipment",2019,819024.0,jun,6,2019
Metal Manufacturing,2019,671610.0,jun,6,2019
Miscellaneous Manufacturing,2019,1897716.0,jun,6,2019
Public Utilities,2019,1130999.0,jun,6,2019
Transportation and Warehousing,2019,5348047.0,jun,6,2019
Telecommunication,2019,3490707.0,jun,6,2019
"Publishing, Broadcasting, and Other Information",2019,1906358.0,jun,6,2019
Wholesale Trade,2019,3200338.0,jun,6,2019
Retail Trade,2019,7345729.0,jun,6,2019
Banking & Credit Unions,2019,2826528.0,jun,6,2019
Securities / Financial Investments,2019,4363816.0,jun,6,2019
Insurance,2019,4999530.0,jun,6,2019
"Real Estate, Rental and Leasing",2019,2126395.0,jun,6,2019
Health and Social Services,2019,32980701.0,jun,6,2019
Hospitals,2019,16756091.0,jun,6,2019
"Doctors, Dentists, and Other Health Practitioners",2019,3442556.0,jun,6,2019
Outpatient Care Centers and Other Health Services,2019,5414490.0,jun,6,2019
Nursing & Personal Care Facilities,2019,3083827.0,jun,6,2019
Social Services,2019,4283736.0,jun,6,2019
Education,2019,15881030.0,jun,6,2019
College and Universities,2019,12229804.0,jun,6,2019
"Elementary, Secondary Schools (except public schools)",2019,2566351.0,jun,6,2019
Other Educational Services,2019,1084876.0,jun,6,2019
Professional  Services,2019,16847366.0,jun,6,2019
Legal Services,2019,5274884.0,jun,6,2019
Management Consulting,2019,2892055.0,jun,6,2019
Engineering & Architectural Services,2019,1929926.0,jun,6,2019
Computer,2019,1564735.0,jun,6,2019
"Accounting, Auditing, Bookkeeping",2019,2436604.0,jun,6,2019
Advertising and Other Professional Services,2019,2749162.0,jun,6,2019
Hotels,2019,948512.0,jun,6,2019
Restaurants,2019,4124698.0,jun,6,2019
Sport Teams,2019,1400519.0,jun,6,2019
"Arts, Entertainment, and Other Recreation",2019,1328469.0,jun,6,2019
Other Sectors,2019,11103064.0,jun,6,2019
Membership Organizations,2019,2997037.0,jun,6,2019
Employment/Outsourcing Agencies,2019,2516112.0,jun,6,2019
Security and Investigation Services,2019,873544.0,jun,6,2019
Services to Buildings,2019,851292.0,jun,6,2019
Miscellaneous Sectors,2019,3865080.0,jun,6,2019
Government,2019,14954022.0,jun,6,2019
State Government (PA),2019,1234628.0,jun,6,2019
"City, School District, Local Quasi Govt.",2019,9952221.0,jun,6,2019
Federal Government (includes US Post Office),2019,3570114.0,jun,6,2019
Other Governments,2019,197059.0,jun,6,2019
Unclassified Accounts,2019,245841.0,jun,6,2019
Construction,2020,7540469.0,jul,7,2019
Manufacturing (includes headquarter offices & factories),2020,11111958.0,jul,7,2019
"Chemicals, Petroleum Refining",2020,2223857.0,jul,7,2019
Pharmaceuticals,2020,2090101.0,jul,7,2019
Transportation Equipment,2020,961541.0,jul,7,2019
Food & Beverage Products,2020,1656437.0,jul,7,2019
"Machinery, Electronic, and Other Electric Equipment",2020,988230.0,jul,7,2019
Metal Manufacturing,2020,785227.0,jul,7,2019
Miscellaneous Manufacturing,2020,2406567.0,jul,7,2019
Public Utilities,2020,1262565.0,jul,7,2019
Transportation and Warehousing,2020,7046971.0,jul,7,2019
Telecommunication,2020,4619491.0,jul,7,2019
"Publishing, Broadcasting, and Other Information",2020,2786741.0,jul,7,2019
Wholesale Trade,2020,4425393.0,jul,7,2019
Retail Trade,2020,9532374.0,jul,7,2019
Banking & Credit Unions,2020,3113328.0,jul,7,2019
Securities / Financial Investments,2020,4312865.0,jul,7,2019
Insurance,2020,5581144.0,jul,7,2019
"Real Estate, Rental and Leasing",2020,2981130.0,jul,7,2019
Health and Social Services,2020,44994072.0,jul,7,2019
Hospitals,2020,21941453.0,jul,7,2019
"Doctors, Dentists, and Other Health Practitioners",2020,4833465.0,jul,7,2019
Outpatient Care Centers and Other Health Services,2020,7327090.0,jul,7,2019
Nursing & Personal Care Facilities,2020,4208035.0,jul,7,2019
Social Services,2020,6684029.0,jul,7,2019
Education,2020,17137547.0,jul,7,2019
College and Universities,2020,12876043.0,jul,7,2019
"Elementary, Secondary Schools (except public schools)",2020,2901002.0,jul,7,2019
Other Educational Services,2020,1360503.0,jul,7,2019
Professional  Services,2020,23968826.0,jul,7,2019
Legal Services,2020,6840022.0,jul,7,2019
Management Consulting,2020,4941717.0,jul,7,2019
Engineering & Architectural Services,2020,2565614.0,jul,7,2019
Computer,2020,2294575.0,jul,7,2019
"Accounting, Auditing, Bookkeeping",2020,2199441.0,jul,7,2019
Advertising and Other Professional Services,2020,5127456.0,jul,7,2019
Hotels,2020,1293744.0,jul,7,2019
Restaurants,2020,6184941.0,jul,7,2019
Sport Teams,2020,2398210.0,jul,7,2019
"Arts, Entertainment, and Other Recreation",2020,1667177.0,jul,7,2019
Other Sectors,2020,16085905.0,jul,7,2019
Membership Organizations,2020,4283744.0,jul,7,2019
Employment/Outsourcing Agencies,2020,3391190.0,jul,7,2019
Security and Investigation Services,2020,850474.0,jul,7,2019
Services to Buildings,2020,1307194.0,jul,7,2019
Miscellaneous Sectors,2020,6253304.0,jul,7,2019
Government,2020,26740520.0,jul,7,2019
State Government (PA),2020,1456852.0,jul,7,2019
"City, School District, Local Quasi Govt.",2020,13430376.0,jul,7,2019
Federal Government (includes US Post Office),2020,11562592.0,jul,7,2019
Other Governments,2020,290700.0,jul,7,2019
Unclassified Accounts,2020,524634.0,jul,7,2019
Construction,2020,5733524.0,aug,8,2019
Manufacturing (includes headquarter offices & factories),2020,8120605.0,aug,8,2019
"Chemicals, Petroleum Refining",2020,1402267.0,aug,8,2019
Pharmaceuticals,2020,1517338.0,aug,8,2019
Transportation Equipment,2020,755725.0,aug,8,2019
Food & Beverage Products,2020,1238127.0,aug,8,2019
"Machinery, Electronic, and Other Electric Equipment",2020,675200.0,aug,8,2019
Metal Manufacturing,2020,786930.0,aug,8,2019
Miscellaneous Manufacturing,2020,1745018.0,aug,8,2019
Public Utilities,2020,1147620.0,aug,8,2019
Transportation and Warehousing,2020,5187457.0,aug,8,2019
Telecommunication,2020,3918666.0,aug,8,2019
"Publishing, Broadcasting, and Other Information",2020,1820050.0,aug,8,2019
Wholesale Trade,2020,2867148.0,aug,8,2019
Retail Trade,2020,6983942.0,aug,8,2019
Banking & Credit Unions,2020,2604273.0,aug,8,2019
Securities / Financial Investments,2020,3703439.0,aug,8,2019
Insurance,2020,4742363.0,aug,8,2019
"Real Estate, Rental and Leasing",2020,2154959.0,aug,8,2019
Health and Social Services,2020,34128922.0,aug,8,2019
Hospitals,2020,18229804.0,aug,8,2019
"Doctors, Dentists, and Other Health Practitioners",2020,3630912.0,aug,8,2019
Outpatient Care Centers and Other Health Services,2020,4952970.0,aug,8,2019
Nursing & Personal Care Facilities,2020,3130003.0,aug,8,2019
Social Services,2020,4185233.0,aug,8,2019
Education,2020,15771964.0,aug,8,2019
College and Universities,2020,12771564.0,aug,8,2019
"Elementary, Secondary Schools (except public schools)",2020,2031307.0,aug,8,2019
Other Educational Services,2020,969093.0,aug,8,2019
Professional  Services,2020,16379958.0,aug,8,2019
Legal Services,2020,4988556.0,aug,8,2019
Management Consulting,2020,3145892.0,aug,8,2019
Engineering & Architectural Services,2020,1892059.0,aug,8,2019
Computer,2020,1475088.0,aug,8,2019
"Accounting, Auditing, Bookkeeping",2020,2000383.0,aug,8,2019
Advertising and Other Professional Services,2020,2877980.0,aug,8,2019
Hotels,2020,896612.0,aug,8,2019
Restaurants,2020,3904372.0,aug,8,2019
Sport Teams,2020,1895856.0,aug,8,2019
"Arts, Entertainment, and Other Recreation",2020,1221670.0,aug,8,2019
Other Sectors,2020,10623575.0,aug,8,2019
Membership Organizations,2020,2851296.0,aug,8,2019
Employment/Outsourcing Agencies,2020,2648177.0,aug,8,2019
Security and Investigation Services,2020,738109.0,aug,8,2019
Services to Buildings,2020,839197.0,aug,8,2019
Miscellaneous Sectors,2020,3546796.0,aug,8,2019
Government,2020,15353313.0,aug,8,2019
State Government (PA),2020,1045248.0,aug,8,2019
